region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
8,0,1,2,1,32,5.0,2,0,0,57,0
21,0,1,0,1,28,5.0,3,0,0,65,0
27,0,1,2,1,26,3.0,1,0,0,59,0
11,2,0,0,1,34,3.0,7,0,0,69,0
4,0,1,2,1,33,4.0,9,1,0,84,0
6,0,1,0,1,38,3.0,9,0,0,46,0
11,2,1,2,1,38,1.0,6,0,0,57,0
11,0,1,0,2,46,5.0,12,1,0,59,0
4,0,1,2,1,40,5.0,5,0,0,49,0
11,0,0,0,3,33,1.0,6,0,0,50,0
12,2,0,2,1,35,4.0,3,1,0,48,0
31,2,0,0,1,39,3.0,8,0,0,59,0
8,0,1,2,1,26,5.0,1,0,0,80,0
11,0,1,2,1,29,5.0,5,1,0,99,1
13,0,1,0,1,50,5.0,10,1,0,59,0
14,0,1,0,1,35,3.0,4,1,0,82,0
6,0,1,0,1,30,4.0,3,1,0,85,0
14,0,1,0,1,27,5.0,2,1,0,48,0
4,0,0,2,1,36,3.0,3,1,0,58,0
7,2,0,2,1,32,3.0,7,0,0,81,0
1,0,1,0,1,31,1.0,3,0,0,51,0
11,0,1,2,2,36,4.0,8,1,0,58,0
10,0,1,0,1,38,2.0,9,0,0,56,0
14,0,1,2,2,29,5.0,2,1,0,83,0
11,0,0,0,1,52,3.0,8,0,0,54,0
4,0,1,0,1,24,5.0,2,0,0,46,0
18,0,1,0,1,43,4.0,11,1,0,46,0
31,2,1,2,1,50,4.0,17,0,0,50,0
5,0,0,0,1,30,4.0,1,0,0,69,0
19,2,1,0,2,36,4.0,2,0,0,77,0
31,0,0,2,1,36,5.0,2,1,0,62,0
2,0,0,0,1,39,4.0,6,0,0,60,0
15,0,1,0,2,32,5.0,6,0,0,81,0
14,2,1,0,1,32,2.0,3,1,0,63,0
6,0,1,2,1,45,4.0,13,1,0,71,0
31,0,0,2,1,29,4.0,4,0,0,80,0
6,0,1,0,1,32,5.0,6,0,0,57,0
29,0,1,0,2,36,3.0,2,1,0,79,0
29,2,1,0,1,49,3.0,21,0,0,79,0
31,2,1,0,1,42,3.0,4,0,0,69,0
33,0,1,0,2,30,2.0,4,0,0,89,0
2,2,1,0,1,41,1.0,5,0,0,49,0
25,0,0,0,1,33,4.0,5,0,0,57,0
16,0,1,0,2,32,1.0,7,0,0,55,0
7,0,0,0,1,28,4.0,2,0,0,57,0
8,0,1,0,1,31,5.0,4,0,0,48,0
3,0,1,0,2,30,3.0,4,0,0,84,0
18,0,0,0,1,29,2.0,1,1,0,81,0
11,0,1,2,1,29,2.0,4,0,0,69,0
19,2,1,0,1,45,3.0,4,1,0,67,0
31,0,0,0,1,31,3.0,4,0,0,73,0
28,2,0,0,1,46,4.0,11,0,0,56,0
28,0,1,0,1,33,4.0,4,1,0,61,0
28,0,1,2,2,33,4.0,6,1,0,73,1
1,2,1,2,1,31,1.0,1,1,0,72,0
4,0,1,2,1,30,1.0,3,0,0,83,0
29,2,1,0,1,35,3.0,5,0,0,51,0
11,0,1,0,1,39,1.0,9,0,0,44,0
4,0,1,0,2,36,4.0,3,0,0,77,0
11,1,0,0,2,26,2.0,1,1,0,81,0
30,0,0,2,1,32,2.0,4,0,0,58,0
11,0,0,0,1,38,5.0,5,1,0,73,0
31,0,1,2,1,33,3.0,5,0,0,52,0
14,2,1,0,2,39,5.0,2,1,0,86,0
4,2,1,2,1,54,5.0,12,1,0,62,0
18,0,0,2,2,34,4.0,4,1,0,78,0
31,0,1,2,2,30,4.0,4,1,0,59,0
11,0,0,0,1,31,3.0,6,1,0,61,0
14,0,1,2,1,29,1.0,5,0,0,72,0
4,2,0,2,1,34,4.0,6,0,0,84,0
14,0,1,0,2,32,3.0,7,1,0,83,0
11,2,0,2,2,38,3.0,6,1,0,63,1
14,0,1,2,2,24,1.0,2,1,0,52,0
31,0,0,0,1,44,4.0,4,1,0,50,0
11,2,1,0,3,48,3.0,24,0,0,54,0
13,0,1,0,1,35,1.0,7,0,0,45,0
11,2,1,2,1,39,3.0,6,0,0,71,0
11,0,1,0,1,33,4.0,7,1,0,62,0
18,0,1,0,1,40,5.0,11,0,0,51,0
14,0,1,0,1,32,5.0,6,1,0,62,0
5,0,0,0,1,31,5.0,4,1,0,59,1
18,2,1,0,1,48,4.0,7,0,0,51,0
8,0,1,0,1,31,3.0,3,1,0,67,0
18,0,1,0,2,30,3.0,6,0,0,83,0
11,0,0,0,1,34,2.0,6,0,0,61,0
15,2,0,0,2,40,3.0,8,0,0,57,0
4,0,1,2,1,33,3.0,7,1,0,83,0
18,0,0,0,1,34,3.0,4,0,0,66,0
14,2,0,1,1,32,5.0,7,0,0,59,1
21,0,1,0,1,27,1.0,4,0,0,59,0
11,0,0,0,1,52,5.0,20,1,0,48,1
11,0,0,1,1,35,4.0,10,0,0,60,0
29,0,1,2,1,41,4.0,11,0,0,69,0
11,0,0,2,1,45,5.0,6,0,0,57,0
14,2,1,2,1,30,5.0,3,0,0,84,0
14,2,1,2,1,32,3.0,7,1,0,87,0
11,2,0,2,1,42,3.0,6,1,0,71,0
3,0,1,2,2,32,5.0,3,1,0,65,0
11,0,0,0,4,28,3.0,4,0,0,77,0
14,0,0,2,2,25,3.0,2,0,0,56,0
24,0,1,2,1,32,5.0,4,0,0,52,0
31,0,1,0,1,40,3.0,5,0,0,49,0
18,2,1,2,1,47,5.0,15,1,0,61,0
14,0,1,0,1,31,3.0,3,1,0,59,0
24,0,0,2,1,31,2.0,4,1,0,60,0
14,2,0,2,1,42,3.0,6,1,0,58,0
18,0,0,0,1,35,3.0,8,0,0,79,0
14,0,0,2,1,25,2.0,1,1,0,53,0
4,0,0,0,1,25,2.0,1,0,0,81,0
28,0,0,0,1,26,1.0,1,0,0,59,0
31,2,1,2,1,33,1.0,4,0,0,74,0
19,0,1,2,1,34,4.0,7,1,0,47,0
11,0,0,0,2,29,4.0,1,0,0,50,0
31,2,1,0,1,38,4.0,3,0,0,78,0
24,2,1,0,1,34,3.0,3,0,0,59,0
22,2,0,0,1,33,3.0,2,0,0,61,0
31,0,0,0,1,32,1.0,5,0,0,57,0
18,0,0,2,1,29,3.0,2,0,0,76,0
31,0,1,0,1,39,5.0,7,1,0,50,0
6,0,1,2,1,32,4.0,7,0,0,82,0
31,2,1,0,2,37,5.0,9,0,0,85,0
2,2,0,0,1,46,3.0,16,0,0,62,0
25,2,0,2,1,41,5.0,14,1,0,58,0
31,0,0,0,1,37,1.0,4,0,0,80,0
11,2,0,0,1,45,5.0,6,0,0,48,0
14,0,1,0,1,35,3.0,8,0,0,69,1
11,0,1,0,1,36,1.0,6,0,0,57,0
24,0,0,0,1,37,5.0,5,1,0,59,1
11,2,0,2,1,33,1.0,6,0,0,49,0
11,0,0,2,1,22,3.0,1,0,0,68,0
1,2,1,2,1,40,3.0,12,0,0,64,0
15,2,1,0,1,36,5.0,8,1,0,89,0
11,0,0,0,1,47,4.0,3,0,0,52,0
5,0,1,0,5,27,2.0,3,0,0,53,0
28,2,1,2,3,32,2.0,3,0,0,51,0
16,0,0,2,1,27,2.0,3,1,1,76,0
14,0,1,2,3,24,3.0,1,0,0,70,0
11,2,1,2,1,39,4.0,8,0,0,62,0
18,0,1,0,3,34,3.0,7,0,0,58,0
11,0,1,2,2,40,1.0,7,0,0,49,0
23,0,1,2,1,36,3.0,8,0,0,80,0
11,0,1,0,2,41,5.0,7,0,0,47,0
11,2,0,2,1,46,1.0,7,1,0,49,0
20,0,1,0,3,29,4.0,2,1,0,85,0
7,0,0,0,1,34,3.0,7,0,0,55,0
11,2,0,0,1,36,3.0,2,0,1,76,1
11,0,1,2,1,46,5.0,5,0,0,84,0
11,0,1,0,1,40,5.0,6,1,0,46,1
2,0,1,2,1,26,1.0,2,0,0,62,0
20,2,1,0,4,31,1.0,2,0,0,47,0
11,0,0,2,1,42,4.0,3,0,0,60,0
24,0,0,0,1,30,5.0,5,1,0,80,0
18,0,1,0,1,35,1.0,2,0,0,56,0
7,0,1,2,1,26,3.0,3,0,0,78,0
11,0,0,0,1,48,3.0,6,0,0,57,0
15,0,1,0,1,34,3.0,8,0,0,57,0
1,2,1,0,1,32,3.0,8,0,0,58,0
31,2,1,2,1,39,3.0,7,0,0,59,0
4,0,0,0,2,24,1.0,1,1,0,70,0
6,2,1,2,1,45,1.0,13,0,0,48,0
30,0,0,2,1,30,4.0,9,1,0,61,1
14,0,0,2,1,35,4.0,10,0,0,71,0
24,0,1,2,1,42,3.0,4,1,0,52,0
11,0,1,2,2,41,4.0,5,0,0,90,0
11,0,1,0,1,24,5.0,1,0,0,83,0
25,0,1,2,4,26,5.0,1,0,0,86,0
23,2,1,2,1,41,5.0,4,1,0,58,0
31,0,1,2,2,45,1.0,4,0,0,47,0
28,2,1,2,1,47,4.0,13,1,0,59,1
7,0,1,0,1,53,3.0,12,0,0,48,0
31,0,1,2,1,31,5.0,6,0,0,86,0
11,2,1,0,1,47,4.0,6,0,0,73,1
6,0,0,2,1,40,3.0,11,0,0,61,0
11,2,1,2,1,42,5.0,4,0,0,58,0
12,0,1,0,4,32,4.0,4,1,0,62,0
31,0,1,0,1,29,2.0,2,0,0,49,0
11,0,0,2,1,31,3.0,3,0,0,58,0
10,0,1,2,1,49,3.0,20,0,0,59,0
4,2,1,2,2,43,2.0,7,0,0,49,0
15,0,1,0,2,38,3.0,7,0,0,59,0
31,2,1,0,1,36,4.0,9,1,0,85,0
18,2,0,2,1,40,4.0,6,1,0,62,0
11,2,0,2,1,37,5.0,10,1,0,56,1
23,2,0,0,1,39,5.0,3,1,0,60,0
15,0,1,0,1,30,4.0,4,0,0,49,0
12,2,1,2,1,44,4.0,7,0,0,53,0
21,0,1,0,1,31,5.0,6,0,0,86,0
33,0,1,2,2,30,4.0,5,0,0,84,0
7,0,1,2,2,34,3.0,7,0,0,79,0
11,2,1,1,1,39,5.0,10,1,0,82,0
18,0,1,0,1,28,5.0,1,0,0,66,0
31,0,1,0,1,30,5.0,7,0,0,49,0
16,0,1,2,2,32,1.0,6,0,0,49,0
14,2,1,0,1,57,5.0,2,1,0,58,0
11,0,1,0,1,47,4.0,7,0,0,82,0
28,0,1,2,1,30,3.0,4,0,0,74,0
14,0,0,0,1,26,3.0,1,1,0,56,0
10,0,1,2,1,33,3.0,9,0,0,85,0
18,0,0,2,1,27,5.0,4,1,0,56,0
21,2,1,0,1,34,3.0,3,1,0,62,0
31,0,1,2,1,37,3.0,9,0,0,48,0
12,0,1,0,1,27,5.0,1,1,0,69,0
24,0,1,0,1,30,5.0,6,1,0,58,0
25,0,1,2,2,37,3.0,5,0,0,59,0
14,0,1,0,1,30,5.0,5,0,0,61,1
18,0,1,2,1,26,2.0,5,0,0,49,0
31,0,1,2,1,29,1.0,7,0,0,50,0
23,0,0,0,1,29,3.0,2,1,0,70,0
15,0,1,0,3,30,3.0,4,1,0,82,0
14,0,1,0,3,29,5.0,4,1,0,59,0
14,2,1,0,1,44,1.0,12,0,0,50,0
14,0,0,0,1,34,3.0,9,1,0,55,1
20,2,1,0,1,33,3.0,4,1,0,52,1
14,0,1,2,1,31,3.0,6,0,0,50,0
19,0,1,0,1,28,3.0,3,0,0,53,0
17,2,1,2,2,38,2.0,3,0,0,48,0
10,2,1,0,1,44,3.0,4,0,0,51,0
14,2,1,0,1,32,5.0,8,0,0,46,0
14,2,0,2,2,41,5.0,2,1,0,59,0
11,0,0,2,1,53,4.0,10,1,0,53,0
0,0,1,0,1,31,4.0,1,0,0,87,0
28,2,0,0,1,34,4.0,8,1,0,47,1
11,2,1,0,1,38,4.0,4,1,0,72,1
11,0,1,2,1,43,1.0,6,0,0,75,0
32,0,1,2,1,29,3.0,3,1,0,70,0
11,2,1,0,1,26,5.0,1,1,0,86,0
23,0,0,0,1,27,5.0,3,1,0,67,0
15,0,1,2,1,35,3.0,8,0,0,58,0
2,0,0,0,1,30,3.0,3,0,0,73,0
14,0,0,2,1,28,4.0,2,1,0,48,0
26,0,1,0,1,30,3.0,2,0,0,50,0
12,0,1,0,2,28,4.0,1,0,0,77,0
11,2,0,0,1,32,4.0,6,1,0,73,0
11,2,0,2,1,34,3.0,5,1,0,52,0
31,0,1,0,1,44,5.0,9,0,0,46,0
28,2,0,0,1,32,5.0,8,0,0,48,0
11,2,1,2,1,50,3.0,4,0,0,77,0
19,2,1,0,1,46,1.0,3,0,0,54,0
16,0,1,2,1,38,5.0,11,1,0,80,0
7,0,1,2,1,46,4.0,9,0,0,47,0
6,2,1,2,1,35,3.0,9,0,0,51,0
11,2,1,2,1,37,3.0,3,0,0,80,0
4,2,1,1,1,31,5.0,5,0,0,49,0
5,0,1,0,1,25,4.0,3,0,0,47,0
31,0,0,0,1,33,3.0,8,0,0,70,0
4,0,1,0,1,27,3.0,2,1,0,46,1
18,0,0,0,1,33,4.0,7,1,0,80,1
11,0,0,2,1,57,3.0,24,0,0,69,0
4,0,0,2,1,26,5.0,4,0,0,81,1
18,0,1,2,1,37,1.0,4,0,0,80,0
11,0,0,0,1,42,4.0,14,0,0,62,0
18,0,1,2,1,28,4.0,1,1,0,56,1
15,2,1,0,2,39,4.0,8,0,0,45,0
23,0,1,0,1,28,3.0,4,0,0,71,0
11,0,0,2,2,27,5.0,2,1,0,59,0
1,2,1,2,1,36,5.0,4,0,0,80,0
14,2,1,2,1,30,2.0,1,0,0,61,0
13,0,1,0,1,31,4.0,6,0,0,63,0
7,0,1,0,1,38,3.0,8,0,0,49,0
28,0,1,2,1,27,5.0,3,1,0,51,1
11,2,1,0,1,33,4.0,6,1,0,50,0
20,2,1,2,1,32,4.0,4,1,0,61,0
28,0,1,0,1,31,4.0,2,0,0,50,0
20,0,0,2,1,31,4.0,5,0,0,46,0
14,2,1,2,2,27,5.0,4,0,0,84,1
15,0,1,0,1,32,3.0,7,0,0,49,0
14,2,1,0,1,41,3.0,9,0,0,51,0
31,2,1,0,1,34,5.0,9,0,0,88,0
28,0,1,2,1,35,4.0,10,0,0,49,0
11,0,1,0,1,59,3.0,18,0,0,86,0
5,0,1,2,1,46,3.0,3,0,0,49,0
11,0,1,0,1,52,5.0,2,1,0,67,0
7,0,0,0,1,28,3.0,2,1,0,78,0
15,2,1,2,2,35,3.0,3,0,0,82,0
31,0,1,0,1,29,5.0,6,1,0,65,0
31,0,1,2,1,34,2.0,7,0,0,49,0
15,0,1,0,2,29,1.0,4,0,0,48,0
11,0,1,0,1,36,5.0,7,0,0,56,0
14,0,1,0,2,29,4.0,2,1,0,45,0
24,0,1,0,1,25,4.0,2,1,0,54,1
31,0,1,2,4,32,4.0,3,1,0,66,0
25,0,0,0,1,29,3.0,3,0,0,49,0
30,0,0,0,1,32,4.0,4,1,0,90,1
11,2,1,2,3,34,4.0,5,0,0,54,0
19,0,1,2,1,31,4.0,5,0,0,86,0
29,2,0,2,1,32,3.0,5,0,0,76,0
18,0,1,0,1,25,4.0,1,0,0,47,0
31,2,1,2,1,35,4.0,5,1,0,85,0
28,2,1,0,2,47,3.0,13,0,0,47,0
31,1,0,0,1,26,3.0,2,0,0,80,0
31,0,1,2,1,31,4.0,2,0,0,82,0
11,0,1,2,2,48,4.0,19,0,0,53,0
18,2,1,2,1,38,5.0,3,0,0,58,0
33,0,1,0,1,28,4.0,1,0,0,71,0
11,0,1,0,2,57,4.0,15,0,0,70,0
2,0,1,0,1,37,5.0,9,1,0,48,0
31,2,0,0,1,37,3.0,9,0,0,49,0
11,2,1,0,1,43,5.0,10,1,0,85,0
10,0,1,0,2,32,4.0,7,1,0,81,1
11,2,1,0,1,42,3.0,6,0,0,51,0
11,1,1,2,1,21,3.0,1,0,0,62,0
14,0,1,1,2,27,3.0,1,0,0,51,0
11,0,0,2,2,57,3.0,10,1,0,53,0
28,2,0,0,1,30,3.0,6,1,0,56,0
14,0,1,0,1,35,5.0,5,0,0,82,0
14,0,1,0,2,28,4.0,2,0,0,85,0
30,0,0,2,2,25,1.0,1,0,0,64,0
14,0,1,0,1,48,1.0,10,0,0,57,0
11,0,1,2,1,20,3.0,2,0,0,47,0
6,0,1,2,1,52,3.0,10,0,0,61,0
17,2,1,0,1,32,5.0,6,1,0,51,0
14,0,1,2,2,26,5.0,5,1,0,80,0
11,0,1,2,1,32,1.0,6,0,0,74,0
25,0,1,0,1,30,1.0,4,0,0,84,0
24,2,1,2,1,38,3.0,7,0,0,44,0
11,0,1,2,1,34,5.0,10,1,0,83,0
11,0,0,2,1,51,3.0,20,0,0,57,0
31,2,1,0,1,42,5.0,8,1,0,65,0
25,0,1,2,1,26,5.0,3,1,0,59,0
14,2,1,0,2,36,5.0,5,0,0,61,0
30,0,1,2,1,31,3.0,6,0,0,57,0
8,0,1,0,1,25,3.0,1,0,0,69,0
4,0,1,2,1,30,3.0,2,1,0,47,0
11,0,0,0,1,44,5.0,7,1,0,60,0
32,0,1,0,1,31,3.0,5,0,0,84,0
24,0,1,0,1,36,3.0,3,0,0,82,0
14,0,0,0,1,27,2.0,2,1,1,60,1
11,2,1,0,1,40,1.0,3,0,0,48,0
19,2,1,0,1,36,3.0,2,0,0,68,0
4,2,0,2,1,38,5.0,7,1,0,59,0
15,0,1,0,2,34,1.0,6,0,0,48,0
4,2,1,0,1,37,3.0,8,0,0,62,0
18,0,1,0,1,28,5.0,4,0,0,61,0
20,0,1,0,1,26,5.0,4,1,0,59,0
18,0,1,0,1,28,5.0,2,0,0,85,0
31,2,1,2,1,35,3.0,8,0,0,56,0
32,0,1,0,1,25,1.0,1,1,0,61,0
6,2,1,2,1,31,1.0,1,0,0,86,0
14,0,0,0,1,26,1.0,3,1,0,44,0
25,0,1,2,1,35,1.0,4,0,0,53,0
8,0,1,0,1,32,5.0,2,0,0,50,0
14,0,0,2,1,31,5.0,3,1,0,88,0
14,0,0,0,1,29,5.0,2,1,0,60,0
31,0,1,0,1,30,4.0,3,1,1,79,0
6,0,0,0,1,27,2.0,4,0,0,83,0
14,2,0,0,1,29,4.0,6,1,0,81,0
14,2,1,0,1,27,5.0,1,0,0,48,0
14,2,0,0,1,37,5.0,13,1,0,59,0
11,0,1,0,1,32,3.0,6,0,0,59,0
30,0,0,0,1,37,3.0,8,0,0,84,0
19,0,1,2,1,31,5.0,6,1,0,57,1
28,2,1,2,1,57,5.0,28,1,0,54,0
14,0,1,0,1,32,5.0,6,1,0,45,0
2,0,1,2,1,36,3.0,4,1,0,76,0
7,0,1,0,1,28,5.0,5,1,0,48,0
24,0,1,2,1,27,5.0,2,1,0,49,0
29,0,1,0,1,30,4.0,5,1,0,81,0
28,2,0,0,1,37,3.0,8,1,0,62,0
18,0,1,2,1,31,2.0,5,0,0,49,0
14,0,1,2,1,44,5.0,14,1,0,61,0
6,0,1,0,1,36,3.0,9,0,0,52,0
5,0,1,0,1,52,1.0,23,0,0,48,0
32,2,0,2,1,43,4.0,6,1,0,73,0
11,0,0,1,1,30,5.0,4,0,1,79,1
27,0,1,0,1,27,1.0,3,0,0,68,0
11,2,1,2,1,42,1.0,5,0,0,47,0
19,0,1,0,1,30,5.0,6,1,0,67,1
11,1,0,2,2,24,3.0,2,0,0,81,0
6,0,0,0,1,39,5.0,9,1,0,51,0
5,0,0,0,1,35,4.0,10,0,0,57,0
14,0,0,2,1,27,3.0,1,0,1,89,1
14,0,1,2,2,30,3.0,6,0,0,82,0
19,0,1,0,1,24,1.0,1,1,0,64,0
11,2,0,0,1,52,1.0,10,0,0,47,0
15,0,1,0,1,33,3.0,8,1,0,68,1
11,2,0,2,1,39,3.0,3,0,0,60,0
14,2,1,0,1,34,3.0,7,0,0,70,0
25,0,1,0,1,35,3.0,8,1,0,62,0
11,0,0,0,1,26,5.0,1,1,0,75,1
11,2,1,0,1,54,5.0,4,0,0,48,0
13,2,1,2,1,43,3.0,3,0,0,72,0
18,0,0,1,1,25,4.0,2,1,0,77,0
14,0,0,0,1,29,1.0,4,0,0,81,0
31,2,0,0,1,45,2.0,16,0,0,67,0
14,2,1,0,1,33,5.0,4,0,0,50,0
14,0,1,0,1,27,4.0,1,1,0,44,0
0,0,0,0,1,27,4.0,4,1,0,49,0
14,0,1,2,1,27,4.0,3,1,0,87,0
14,0,0,2,1,30,3.0,3,1,0,72,0
11,2,0,0,1,45,4.0,12,1,0,82,0
33,0,1,2,1,30,5.0,1,0,0,58,0
3,0,0,2,2,32,5.0,5,1,0,53,0
24,0,1,2,1,46,1.0,18,0,0,50,0
15,2,1,0,1,33,4.0,7,0,0,53,0
20,2,0,2,1,31,3.0,3,0,0,66,0
1,2,1,0,1,30,4.0,4,0,0,82,0
14,0,1,2,2,25,1.0,3,0,0,47,0
24,0,1,2,1,29,4.0,4,0,0,56,0
11,2,0,0,1,59,1.0,4,1,0,54,0
28,0,0,2,1,44,5.0,16,1,0,70,0
11,2,0,0,1,30,3.0,6,0,0,75,0
6,0,0,0,1,30,4.0,8,1,0,62,1
12,0,1,2,1,30,5.0,4,1,0,47,0
14,0,0,0,1,27,3.0,3,1,0,62,0
14,0,1,0,1,27,1.0,1,1,0,61,0
11,0,1,0,1,40,1.0,9,0,0,70,0
30,0,0,0,1,32,4.0,4,0,0,85,0
29,2,1,0,1,45,3.0,6,0,0,80,0
28,2,1,0,1,44,3.0,15,0,0,53,0
19,0,1,0,1,27,3.0,1,0,0,51,0
31,0,1,2,2,25,3.0,2,0,0,73,0
15,0,1,2,1,37,1.0,5,1,0,58,1
31,0,0,0,1,27,5.0,3,1,0,47,0
6,0,1,0,2,27,3.0,4,0,0,61,0
25,0,1,0,1,30,1.0,2,0,0,56,0
8,0,0,2,1,33,5.0,8,0,0,80,1
7,0,1,0,1,42,3.0,5,0,0,56,0
18,2,0,0,1,37,3.0,10,0,0,67,0
11,0,1,2,1,30,5.0,3,1,0,68,0
11,2,0,0,1,39,5.0,11,1,0,68,1
14,2,1,0,1,42,3.0,9,0,0,82,0
11,0,1,2,1,35,1.0,8,0,0,80,0
1,0,1,2,1,35,3.0,5,1,0,59,0
31,0,1,2,2,48,3.0,6,0,0,81,0
24,0,1,0,1,31,5.0,3,0,0,84,0
20,0,1,0,1,27,1.0,2,0,0,52,0
11,0,0,2,1,47,3.0,10,0,0,71,0
1,2,0,0,1,33,4.0,5,0,0,53,0
11,0,0,2,2,36,5.0,2,0,0,70,0
6,0,1,2,1,29,3.0,5,1,0,49,0
14,0,1,0,1,30,3.0,3,1,0,53,0
6,0,1,2,1,36,4.0,3,1,0,87,0
11,0,0,0,1,39,5.0,9,1,0,58,0
11,0,0,0,1,41,5.0,10,1,0,53,0
4,0,1,0,1,31,4.0,2,1,0,59,0
10,0,0,2,1,37,4.0,4,0,0,44,0
11,2,1,0,1,34,3.0,10,0,0,60,0
8,0,1,0,2,33,3.0,3,0,0,60,0
24,0,0,0,1,33,3.0,9,0,0,48,0
4,0,0,2,3,27,4.0,3,0,0,68,0
14,0,1,1,1,30,4.0,1,1,0,53,0
14,0,0,2,1,42,4.0,12,1,0,58,0
11,0,1,2,1,49,3.0,19,0,0,72,0
2,0,1,2,2,33,2.0,4,1,0,67,0
31,0,1,0,1,27,4.0,2,0,0,57,0
19,0,1,0,2,29,5.0,5,1,0,58,0
24,0,1,2,1,26,4.0,4,0,0,57,1
19,0,1,2,1,33,4.0,5,0,0,86,0
21,2,1,2,1,37,4.0,8,0,0,68,0
4,0,1,2,1,34,5.0,3,1,0,49,0
11,2,0,0,1,57,4.0,7,0,0,67,0
5,0,1,0,1,42,3.0,3,0,0,64,0
28,0,0,0,2,34,5.0,9,0,0,58,0
12,2,1,2,1,42,5.0,15,1,0,56,0
11,2,0,2,1,60,4.0,4,0,0,47,0
13,0,1,0,1,36,3.0,4,0,0,60,0
28,0,0,0,1,34,3.0,10,0,0,48,0
25,0,0,2,1,37,3.0,3,1,0,62,0
31,0,1,2,1,32,3.0,6,0,0,66,1
11,2,1,0,2,53,3.0,3,0,0,70,0
31,0,0,0,1,27,4.0,5,0,0,61,0
14,0,1,0,2,27,5.0,5,1,0,74,0
12,0,1,2,1,27,3.0,2,1,0,79,0
11,2,0,2,1,44,3.0,4,0,0,50,0
7,0,1,2,2,34,5.0,10,0,0,64,0
1,2,1,0,1,37,5.0,8,1,0,74,0
31,0,0,0,1,39,2.0,6,1,0,57,0
14,1,1,0,1,22,5.0,1,0,0,80,0
23,0,1,2,1,35,5.0,7,0,0,52,0
2,0,1,2,3,30,3.0,6,0,0,81,0
11,0,1,0,1,38,5.0,11,1,0,58,1
29,0,1,0,1,36,4.0,3,0,0,54,0
11,0,1,0,1,32,1.0,5,0,0,60,0
22,0,1,0,1,34,5.0,6,1,0,52,0
19,0,1,0,1,29,1.0,5,0,0,49,0
30,0,0,0,1,32,5.0,9,0,0,45,0
11,0,0,2,1,33,3.0,6,1,0,62,0
6,2,0,0,1,55,4.0,5,0,0,62,0
8,0,0,2,1,43,4.0,4,1,0,76,0
23,0,0,2,1,34,3.0,4,0,0,57,0
4,0,1,0,1,26,3.0,3,0,0,51,0
11,0,1,2,1,34,4.0,2,1,0,67,0
30,0,1,2,1,27,2.0,4,0,0,55,0
24,0,1,2,1,28,4.0,2,0,0,82,0
11,2,1,2,1,60,5.0,9,1,0,61,0
24,0,1,0,2,42,3.0,7,0,0,49,0
11,0,0,0,1,37,3.0,5,0,0,82,0
4,2,1,0,1,36,5.0,10,1,0,69,1
20,2,1,2,1,40,3.0,3,0,0,50,0
11,0,0,0,1,29,5.0,4,0,0,83,0
6,0,1,0,1,39,3.0,2,0,0,74,1
4,2,0,0,1,37,1.0,9,0,0,84,0
31,1,1,2,2,24,4.0,2,1,0,63,0
25,2,1,2,1,27,3.0,1,0,0,56,0
11,2,1,2,2,34,3.0,4,0,0,81,0
28,2,0,0,1,43,3.0,6,0,0,77,0
7,2,0,2,2,38,3.0,10,0,0,69,0
31,2,1,2,1,34,3.0,8,1,1,86,1
14,2,0,2,1,60,5.0,11,1,0,59,0
18,0,1,0,1,29,1.0,2,0,0,52,0
19,0,1,2,2,41,4.0,5,0,0,50,0
2,0,1,0,1,31,5.0,2,0,0,80,1
17,0,1,2,2,28,4.0,5,0,0,49,0
11,0,1,2,1,25,3.0,3,0,0,59,0
31,0,0,2,1,38,3.0,2,1,0,86,0
21,0,1,0,1,32,4.0,7,0,0,85,0
14,1,1,0,3,24,3.0,2,0,0,75,0
4,0,0,2,1,27,3.0,2,0,0,81,0
11,0,0,0,2,32,1.0,2,0,0,53,0
11,0,0,0,1,39,5.0,10,1,0,40,0
32,0,1,0,1,31,1.0,7,0,0,63,0
25,0,0,0,1,27,3.0,3,0,0,47,0
14,0,1,2,1,37,3.0,6,1,0,64,0
11,2,1,2,1,48,2.0,17,0,0,82,1
28,0,0,2,1,30,4.0,4,0,0,66,0
21,0,0,0,1,32,1.0,1,1,0,50,1
22,2,1,0,1,40,1.0,4,0,0,48,0
24,0,1,0,1,26,2.0,1,0,0,62,0
14,0,1,0,1,27,2.0,1,0,0,84,0
11,0,1,0,1,27,2.0,4,0,0,82,0
18,0,0,2,1,40,5.0,2,1,0,72,0
31,0,1,2,1,29,3.0,3,0,0,57,0
15,0,0,2,1,31,5.0,6,1,0,67,0
1,0,1,0,1,30,2.0,3,0,0,47,0
4,0,1,0,1,39,3.0,11,0,0,49,0
11,2,0,0,1,30,3.0,2,0,0,59,0
18,2,1,2,1,48,5.0,6,1,0,62,0
29,2,1,0,1,49,4.0,8,1,0,73,0
26,0,1,0,1,41,3.0,13,0,0,51,0
19,0,1,0,1,29,5.0,3,1,0,55,1
14,0,0,2,1,28,3.0,6,0,0,79,0
31,0,1,2,1,34,4.0,9,0,0,61,0
28,2,1,0,1,39,3.0,9,0,0,67,0
25,0,0,0,1,35,2.0,7,1,0,62,0
4,0,1,2,1,37,3.0,7,1,0,87,0
